"","year","uni","set","theme","item","question","pos","rate"
"1022","2018","newcastle","rg","resource","access","I have been able to access course-specific resources (e.g. equipment, facilities, software, collections) when I needed to",92.6,0.580459770114943
"1023","2018","newcastle","rg","academic","contact","I have been able to contact staff when I needed to",86,0.540229885057471
"1024","2018","newcastle","rg","voice","opportunity","I have had the right opportunities to provide feedback on my course",91.1,0.632183908045977
"1025","2018","newcastle","rg","community","studentwork","I have had the right opportunities to work with other students as part of my course",88,0.574712643678161
"1026","2018","newcastle","rg","academic","support","I have received helpful comments on my work",59.8,0.264367816091954
"1027","2018","newcastle","rg","assessment","helpful","I have received helpful comments on my work",51.8,0.224137931034483
"1028","2018","newcastle","rg","academic","choices","I have received sufficient advice and guidance in relation to my course",76,0.379310344827586
"1029","2018","newcastle","rg","voice","acted_upon","It is clear how students’ feedback on the course has been acted on",53.3,0.201149425287356
"1030","2018","newcastle","rg","community","theme_sum","Learning community",73.2,0.82183908045977
"1031","2018","newcastle","rg","learnopp","theme_sum","Learning opportunities",85.8,1.51724137931034
"1032","2018","newcastle","rg","resource","theme_sum","Learning resources",90.9,1.76436781609195
"1033","2018","newcastle","rg","assessment","fair","Marking and assessment has been fair",72.7,0.333333333333333
"1034","2018","newcastle","rg","teaching","challenge","My course has challenged me to achieve my best work",84.9,0.46551724137931
"1035","2018","newcastle","rg","learnopp","apply","My course has provided me with opportunities to apply what I have learnt",78.9,0.431034482758621
"1036","2018","newcastle","rg","learnopp","diff_topics","My course has provided me with opportunities to bring information and ideas together from different topics",90.2,0.568965517241379
"1037","2018","newcastle","rg","learnopp","depth","My course has provided me with opportunities to explore ideas or concepts in depth",88.2,0.528735632183908
"1038","2018","newcastle","rg","management","theme_sum","Organisation and management",81.3,1.36206896551724
"1039","2018","newcastle","rg","overall","satisfied","Overall satisfaction",91.1,0.53448275862069
"1040","2018","newcastle","rg","teaching","explain","Staff are good at explaining things",92.7,0.46551724137931
"1041","2018","newcastle","rg","teaching","interest","Staff have made the subject interesting",90.4,0.459770114942529
"1042","2018","newcastle","rg","voice","valued","Staff value students’ views and opinions about the course",82,0.471264367816092
"1043","2018","newcastle","rg","voice","theme_sum","Student Voice",69.7,1.52873563218391
"1044","2018","newcastle","rg","teaching","stimulating","The course is intellectually stimulating",95.6,0.574712643678161
"1045","2018","newcastle","rg","management","organised","The course is well organised and running smoothly",72,0.327586206896552
"1046","2018","newcastle","rg","assessment","clear","The criteria used in marking have been clear in advance",66.9,0.281609195402299
"1047","2018","newcastle","rg","resource","IT","The IT resources and facilities provided have supported my learning well",88.7,0.580459770114943
"1048","2018","newcastle","rg","resource","library","The library resources (e.g. books, online services and learning spaces) have supported my learning well",91.3,0.603448275862069
"1049","2018","newcastle","rg","teaching","theme_sum","The teaching on my course",90.9,1.97126436781609
"1050","2018","newcastle","rg","management","timetable","The timetable works efficiently for me",86,0.53448275862069
"1051","2018","belfast","rg","acad_support","theme_sum","Academic support",79.6,1.44886363636364
"1052","2018","belfast","rg","management","comms","Any changes in the course or teaching have been communicated effectively",94.3,0.6875
"1053","2018","belfast","rg","assess_feed","theme_sum","Assessment and feedback",82,2.01136363636364
"1054","2018","belfast","rg","assessment","timely","Feedback on my work has been timely",82.8,0.528409090909091
"1055","2018","belfast","rg","academic","choices","Good advice was available when I needed to make study choices on my course",69.3,0.346590909090909
"1056","2018","belfast","rg","community","staffstudent","I feel part of a community of staff and students",64.4,0.306818181818182
"1057","2018","belfast","rg","resource","access","I have been able to access course-specific resources (e.g. equipment, facilities, software, collections) when I needed to",98.9,0.744318181818182
"1058","2018","belfast","rg","academic","contact","I have been able to contact staff when I needed to",92.1,0.659090909090909
"1059","2018","belfast","rg","voice","opportunity","I have had the right opportunities to provide feedback on my course",80.7,0.551136363636364
"1060","2018","belfast","rg","community","studentwork","I have had the right opportunities to work with other students as part of my course",92.1,0.681818181818182
"1061","2018","belfast","rg","academic","support","I have received helpful comments on my work",72.1,0.380681818181818
"1062","2018","belfast","rg","assessment","helpful","I have received helpful comments on my work",62.5,0.392045454545455
"1063","2018","belfast","rg","academic","choices","I have received sufficient advice and guidance in relation to my course",77.3,0.443181818181818
"1064","2018","belfast","rg","voice","acted_upon","It is clear how students’ feedback on the course has been acted on",54.6,0.25
"1065","2018","belfast","rg","community","theme_sum","Learning community",78.4,0.988636363636364
"1066","2018","belfast","rg","learnopp","theme_sum","Learning opportunities",84.1,1.69886363636364
"1067","2018","belfast","rg","resource","theme_sum","Learning resources",97.4,2.28409090909091
"1068","2018","belfast","rg","assessment","fair","Marking and assessment has been fair",80.7,0.443181818181818
"1069","2018","belfast","rg","teaching","challenge","My course has challenged me to achieve my best work",83.9,0.568181818181818
"1070","2018","belfast","rg","learnopp","apply","My course has provided me with opportunities to apply what I have learnt",80.7,0.522727272727273
"1071","2018","belfast","rg","learnopp","diff_topics","My course has provided me with opportunities to bring information and ideas together from different topics",87.5,0.602272727272727
"1072","2018","belfast","rg","learnopp","depth","My course has provided me with opportunities to explore ideas or concepts in depth",84.1,0.573863636363636
"1073","2018","belfast","rg","management","theme_sum","Organisation and management",87.9,1.90340909090909
"1074","2018","belfast","rg","overall","satisfied","Overall satisfaction",92.1,0.681818181818182
"1075","2018","belfast","rg","teaching","explain","Staff are good at explaining things",95.5,0.5625
"1076","2018","belfast","rg","teaching","interest","Staff have made the subject interesting",87.4,0.5625
"1077","2018","belfast","rg","voice","valued","Staff value students’ views and opinions about the course",71.6,0.414772727272727
"1078","2018","belfast","rg","voice","theme_sum","Student Voice",67.3,1.60795454545455
"1079","2018","belfast","rg","teaching","stimulating","The course is intellectually stimulating",90.9,0.681818181818182
"1080","2018","belfast","rg","management","organised","The course is well organised and running smoothly",83,0.573863636363636
